stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station,stop_city
3669,VABERO,"Vallée Bereult",,  49.494250,   0.153294,,,0,VBEREU,Le Havre
3885,VALADE,"Valadry",,  49.557470,   0.212192,,,0,VALADR,Montivilliers
3886,VALADO,"Valadry",,  49.557374,   0.211841,,,0,VALADR,Montivilliers
4600,VALERN,"Pl. St Valéry",,  49.536481,   0.146300,,,0,FTNMLT,Fontaine-la-Mallet
3248,VALERS,"Pl. St Valéry",,  49.536694,   0.146199,,,0,FTNMLT,Fontaine-la-Mallet
3773,VALMYN,"Valmy",,  49.488193,   0.144319,,,0,VALMY,Le Havre
3666,VALSOE,"Val Soleil",,  49.506654,   0.119638,,,0,VALSOL,Le Havre
3667,VALSOO,"Val Soleil",,  49.506751,   0.119762,,,0,VALSOL,Le Havre
3670,VELODE,"Vélodrome",,  49.502347,   0.175295,,,0,VELODR,Le Havre
3671,VELODO,"Vélodrome",,  49.502440,   0.175504,,,0,VELODR,Le Havre
3985,VEQ1,"Verlaine",,  49.509360,   0.164006,,,0,PVERLA,Le Havre
3986,VEQ2,"Verlaine",,  49.509381,   0.163660,,,0,PVERLA,Le Havre
4502,VERDIN,"G. Verdi",,  49.524902,   0.123785,,,0,VERDI,Le Havre
4503,VERDIS,"G. Verdi",,  49.524561,   0.123317,,,0,VERDI,Le Havre
3673,VERDUE,"Verdun",,  49.501701,   0.153905,,,0,VERDUN,Le Havre
3674,VERDUO,"Verdun",,  49.501827,   0.154624,,,0,VERDUN,Le Havre
4911,VETILN,"Vétillard",,  49.479368,   0.141234,,,0,VETILL,Le Havre
4805,VETILS,"Vétillard",,  49.478743,   0.141374,,,0,VETILL,Le Havre
4459,VIDECE,"Videcoq",,  49.487551,   0.109716,,,0,QUAIVI,Le Havre
3561,VIDECO,"Videcoq",,  49.487596,   0.109710,,,0,QUAIVI,Le Havre
5062,VILMAI,"Mairie-École",,  49.660914,   0.242374,,,0,VILMAI,Villainville
5134,VILMAN,"Mairie-École",,  49.660793,   0.242669,,,0,VILMAI,Villainville
3685,VIVIAE,"R. Viviani",,  49.490138,   0.157932,,,0,VIVIAN,Le Havre
3690,VORNIE,"Vornier",,  49.507171,   0.123377,,,0,VORNIE,Le Havre
3688,VORNIN,"Vornier",,  49.507489,   0.122855,,,0,VORNIE,Le Havre
4516,VORNIO,"Vornier",,  49.507218,   0.123361,,,0,VORNIE,Le Havre
4431,VOUTEN,"La Voûte",,  49.513535,   0.197795,,,0,LVOUTE,Harfleur
3755,VOUTES,"La Voûte",,  49.513354,   0.197936,,,0,LVOUTE,Harfleur
4866,WCHURE,"W. Churchill",,  49.494310,   0.139433,,,0,CHURCH,Le Havre
4867,WCHURO,"W. Churchill",,  49.494375,   0.139048,,,0,CHURCH,Le Havre
